grid_id,latitude,longitude,elevation_m,slope_deg,aspect_deg,ndvi,ndwi,iron_oxide_index,clay_index,ferrous_index,lst_k,acquisition_date,synthetic
GRID-0884,21.880912,80.173712,439.6,1.0,71.9,0.473,0.026,1.272,1.084,1.132,304.9,2026-03-15,True
GRID-0885,21.880912,80.174888,410.7,1.0,134.6,0.616,-0.029,0.829,1.136,1.005,302.0,2026-03-15,True
GRID-0886,21.880912,80.176065,383.2,1.0,272.8,0.565,0.007,1.1,1.159,1.292,308.5,2026-03-15,True
GRID-0887,21.880912,80.177241,332.3,3.1,307.0,0.655,-0.194,1.229,1.327,0.909,302.8,2026-03-15,True
GRID-0888,21.880912,80.178418,297.7,7.8,40.5,0.269,-0.032,1.076,1.219,1.266,302.8,2026-03-15,True
GRID-0889,21.880912,80.179594,281.3,14.2,19.6,0.214,-0.319,1.927,2.158,1.859,309.0,2026-03-15,True
GRID-0890,21.880912,80.180771,283.6,20.5,341.6,0.228,-0.348,2.445,1.878,1.634,309.3,2026-03-15,True
GRID-0891,21.880912,80.181947,324.3,25.1,333.6,0.222,-0.119,2.595,1.804,1.462,308.1,2026-03-15,True
GRID-0892,21.880912,80.183124,372.7,28.9,312.8,0.241,-0.224,2.16,1.71,1.753,315.7,2026-03-15,True
GRID-0893,21.880912,80.1843,412.5,24.6,295.2,0.208,-0.313,2.267,1.898,1.878,307.1,2026-03-15,True
GRID-0894,21.880912,80.185476,438.0,32.6,4.9,0.143,-0.245,2.194,1.94,1.551,310.6,2026-03-15,True
GRID-0895,21.880912,80.186653,428.0,26.3,249.8,0.244,-0.244,2.354,1.865,1.574,311.5,2026-03-15,True
GRID-0896,21.880912,80.187829,411.9,21.5,40.1,0.242,-0.342,2.751,1.683,1.547,309.0,2026-03-15,True
GRID-0897,21.880912,80.189006,367.2,15.7,162.0,0.235,-0.279,2.569,1.811,1.733,308.5,2026-03-15,True
GRID-0898,21.880912,80.190182,318.2,10.0,8.2,0.307,-0.5,2.042,1.495,1.644,309.8,2026-03-15,True
GRID-0899,21.880912,80.191359,291.3,1.0,75.2,0.44,-0.162,1.157,0.929,0.899,300.6,2026-03-15,True
GRID-0900,21.880912,80.192535,281.2,4.4,193.7,0.41,-0.019,1.352,1.252,1.17,305.2,2026-03-15,True
GRID-0901,21.880912,80.193712,302.4,1.0,73.4,0.448,-0.057,1.304,1.469,1.176,300.9,2026-03-15,True
GRID-0902,21.880912,80.194888,345.6,1.0,188.4,0.437,0.041,1.217,1.427,1.145,303.8,2026-03-15,True
GRID-0903,21.880912,80.196065,387.0,1.0,93.1,0.622,0.172,1.038,1.323,1.304,304.2,2026-03-15,True
GRID-0904,21.880912,80.197241,423.7,1.0,173.9,0.274,0.058,1.084,0.802,1.002,303.8,2026-03-15,True
GRID-0905,21.880912,80.198418,432.9,5.1,262.8,0.301,-0.226,1.594,1.081,0.9,304.1,2026-03-15,True
GRID-0906,21.880912,80.199594,427.9,9.9,50.9,0.512,-0.192,1.114,1.079,0.866,301.5,2026-03-15,True
GRID-0907,21.880912,80.200771,399.2,16.6,251.6,0.482,-0.076,1.337,1.423,1.041,302.1,2026-03-15,True
GRID-0908,21.880912,80.201947,347.9,20.8,6.6,0.573,-0.047,1.271,1.162,1.06,302.2,2026-03-15,True
GRID-0909,21.880912,80.203124,306.0,21.2,209.9,0.438,-0.078,1.492,0.995,0.911,306.3,2026-03-15,True
GRID-0910,21.880912,80.2043,282.9,31.8,238.9,0.516,0.108,1.213,1.409,1.184,305.2,2026-03-15,True
GRID-0911,21.882088,80.1643,351.8,28.4,15.7,0.655,0.095,1.1,0.951,0.949,301.9,2026-03-15,True
GRID-0912,21.882088,80.165476,304.9,19.4,61.3,0.319,0.138,0.997,1.026,0.892,301.6,2026-03-15,True
GRID-0913,21.882088,80.166653,294.4,14.5,102.2,0.459,-0.036,0.974,1.176,0.991,301.4,2026-03-15,True
GRID-0914,21.882088,80.167829,287.0,9.6,284.1,0.631,-0.059,1.393,0.965,1.073,303.2,2026-03-15,True
GRID-0915,21.882088,80.169006,316.6,3.3,222.5,0.556,0.031,1.001,0.952,1.105,302.2,2026-03-15,True
GRID-0916,21.882088,80.170182,358.9,1.2,19.1,0.328,0.013,1.214,0.599,0.927,303.2,2026-03-15,True
GRID-0917,21.882088,80.171359,393.1,1.0,235.7,0.534,0.09,0.915,0.943,0.943,301.8,2026-03-15,True
GRID-0918,21.882088,80.172535,428.8,1.0,3.0,0.524,0.024,1.247,1.09,1.02,301.2,2026-03-15,True
GRID-0919,21.882088,80.173712,430.9,1.2,139.9,0.43,-0.053,1.235,1.143,1.225,304.6,2026-03-15,True
GRID-0920,21.882088,80.174888,417.8,1.0,97.7,0.388,0.016,1.053,0.95,1.031,303.3,2026-03-15,True
GRID-0921,21.882088,80.176065,381.3,6.5,306.7,0.434,-0.186,1.336,1.05,1.066,304.9,2026-03-15,True
GRID-0922,21.882088,80.177241,336.5,6.6,237.6,0.343,-0.12,1.307,1.066,0.741,303.4,2026-03-15,True
GRID-0923,21.882088,80.178418,305.2,16.3,311.1,0.55,-0.028,1.321,1.095,1.308,304.1,2026-03-15,True
GRID-0924,21.882088,80.179594,286.8,19.6,6.9,0.229,-0.271,1.73,1.773,1.967,313.0,2026-03-15,True
GRID-0925,21.882088,80.180771,298.5,22.1,312.3,0.17,-0.206,2.256,1.623,1.683,309.2,2026-03-15,True
GRID-0926,21.882088,80.181947,325.4,26.0,233.8,0.226,-0.173,2.341,1.609,1.556,304.2,2026-03-15,True
GRID-0927,21.882088,80.183124,371.0,26.2,83.2,0.257,-0.323,2.126,1.714,1.584,314.6,2026-03-15,True
GRID-0928,21.882088,80.1843,409.2,26.3,137.1,0.15,-0.336,2.208,2.088,1.89,312.1,2026-03-15,True
GRID-0929,21.882088,80.185476,432.4,22.5,351.6,0.222,-0.381,2.064,1.866,1.916,310.8,2026-03-15,True
GRID-0930,21.882088,80.186653,430.8,18.7,35.9,0.223,-0.427,2.565,2.023,1.639,313.5,2026-03-15,True
GRID-0931,21.882088,80.187829,403.3,13.1,113.6,0.161,-0.284,2.113,1.941,1.447,308.9,2026-03-15,True
GRID-0932,21.882088,80.189006,366.3,7.5,312.0,0.42,0.191,1.519,1.204,1.152,302.1,2026-03-15,True
GRID-0933,21.882088,80.190182,322.3,5.2,191.4,0.578,-0.05,1.239,0.977,1.379,307.8,2026-03-15,True
GRID-0934,21.882088,80.191359,298.1,1.0,67.1,0.441,-0.045,1.656,1.199,1.142,302.2,2026-03-15,True
GRID-0935,21.882088,80.192535,292.7,1.0,180.2,0.45,-0.102,1.473,0.968,1.041,304.4,2026-03-15,True
GRID-0936,21.882088,80.193712,305.2,1.0,164.9,0.33,-0.095,1.231,0.996,0.969,304.0,2026-03-15,True
GRID-0937,21.882088,80.194888,340.6,1.9,333.5,0.593,-0.016,1.723,1.03,0.925,305.3,2026-03-15,True
GRID-0938,21.882088,80.196065,383.5,1.0,7.7,0.602,-0.18,1.162,1.165,1.018,305.4,2026-03-15,True
GRID-0939,21.882088,80.197241,411.0,5.8,89.1,0.37,-0.045,1.134,0.873,0.741,301.8,2026-03-15,True
GRID-0940,21.882088,80.198418,428.8,13.3,190.6,0.368,-0.11,0.954,1.202,0.917,304.2,2026-03-15,True
GRID-0941,21.882088,80.199594,418.9,16.4,120.1,0.697,-0.141,1.008,0.983,1.11,304.4,2026-03-15,True
GRID-0942,21.882088,80.200771,392.0,19.7,141.6,0.526,0.109,1.414,0.973,0.877,304.5,2026-03-15,True
GRID-0943,21.882088,80.201947,347.6,23.1,56.5,0.422,0.115,1.396,1.337,1.084,302.9,2026-03-15,True
GRID-0944,21.882088,80.203124,311.6,25.0,124.8,0.414,0.123,0.961,1.525,1.263,304.1,2026-03-15,True
GRID-0945,21.882088,80.2043,292.1,25.5,126.7,0.431,-0.05,1.097,1.094,0.755,305.6,2026-03-15,True
GRID-0946,21.883265,80.1643,352.5,21.5,225.1,0.493,-0.009,0.788,1.275,0.915,303.4,2026-03-15,True
GRID-0947,21.883265,80.165476,332.5,12.5,85.0,0.47,-0.199,1.022,1.249,0.96,304.7,2026-03-15,True
GRID-0948,21.883265,80.166653,316.6,11.5,352.2,0.424,0.11,0.987,1.252,1.052,302.9,2026-03-15,True
GRID-0949,21.883265,80.167829,320.4,6.5,180.5,0.396,0.036,0.904,0.721,1.224,303.1,2026-03-15,True
GRID-0950,21.883265,80.169006,331.9,1.8,292.3,0.307,-0.01,1.118,0.938,0.892,301.1,2026-03-15,True
GRID-0951,21.883265,80.170182,357.4,1.0,225.3,0.475,0.132,1.012,0.872,1.43,305.3,2026-03-15,True
GRID-0952,21.883265,80.171359,379.6,1.0,316.3,0.399,-0.015,1.23,1.377,1.174,304.6,2026-03-15,True
GRID-0953,21.883265,80.172535,393.1,1.0,320.5,0.596,-0.085,1.469,0.971,0.942,301.0,2026-03-15,True
GRID-0954,21.883265,80.173712,403.1,1.7,293.3,0.472,0.147,1.219,1.269,1.229,306.2,2026-03-15,True
GRID-0955,21.883265,80.174888,384.7,2.5,10.6,0.399,0.059,0.749,1.051,0.868,299.5,2026-03-15,True
GRID-0956,21.883265,80.176065,370.9,9.8,199.8,0.399,0.104,1.184,1.12,0.715,300.6,2026-03-15,True
GRID-0957,21.883265,80.177241,351.9,12.0,100.9,0.425,-0.015,0.895,0.957,1.219,303.1,2026-03-15,True
GRID-0958,21.883265,80.178418,327.5,22.3,54.6,0.654,-0.018,1.354,0.929,1.009,300.0,2026-03-15,True
GRID-0959,21.883265,80.179594,315.0,25.5,323.0,0.64,0.096,1.34,0.962,1.162,306.2,2026-03-15,True
GRID-0960,21.883265,80.180771,326.3,25.9,236.5,0.444,0.078,1.12,1.097,0.919,299.8,2026-03-15,True
GRID-0961,21.883265,80.181947,337.2,28.7,31.6,0.208,-0.314,2.162,1.465,1.639,312.2,2026-03-15,True
GRID-0962,21.883265,80.183124,361.2,25.9,137.6,0.189,-0.278,2.197,1.858,1.338,311.9,2026-03-15,True
GRID-0963,21.883265,80.1843,392.3,24.7,345.8,0.313,-0.19,2.365,2.104,1.595,309.4,2026-03-15,True
GRID-0964,21.883265,80.185476,405.1,19.8,220.5,0.174,-0.308,2.798,1.911,1.549,309.1,2026-03-15,True
GRID-0965,21.883265,80.186653,402.5,13.9,225.2,0.192,-0.259,1.846,1.893,1.673,310.4,2026-03-15,True
GRID-0966,21.883265,80.187829,387.0,9.8,81.9,0.324,-0.063,1.273,0.905,1.368,300.8,2026-03-15,True
GRID-0967,21.883265,80.189006,364.2,4.1,86.5,0.447,0.03,1.166,1.328,1.216,306.1,2026-03-15,True
GRID-0968,21.883265,80.190182,343.2,1.0,55.0,0.403,-0.048,0.882,1.149,1.15,302.8,2026-03-15,True
GRID-0969,21.883265,80.191359,327.8,1.3,349.4,0.545,-0.057,1.435,1.087,1.222,307.2,2026-03-15,True
GRID-0970,21.883265,80.192535,317.3,1.0,327.5,0.575,-0.026,1.368,1.057,1.134,303.9,2026-03-15,True
GRID-0971,21.883265,80.193712,329.4,1.0,118.5,0.598,-0.225,1.154,1.053,1.053,301.2,2026-03-15,True
GRID-0972,21.883265,80.194888,355.8,1.8,195.2,0.27,-0.015,1.119,1.219,0.932,301.5,2026-03-15,True
GRID-0973,21.883265,80.196065,372.9,6.2,74.4,0.524,-0.19,1.228,0.844,1.054,300.0,2026-03-15,True
GRID-0974,21.883265,80.197241,388.8,12.1,49.9,0.454,-0.198,0.8,1.224,1.109,301.4,2026-03-15,True
GRID-0975,21.883265,80.198418,403.0,18.4,194.9,0.479,-0.124,0.994,1.271,1.153,301.8,2026-03-15,True
GRID-0976,21.883265,80.199594,401.1,21.0,288.0,0.538,0.166,1.466,1.136,0.982,301.7,2026-03-15,True
GRID-0977,21.883265,80.200771,381.4,24.7,310.5,0.515,0.038,0.91,0.879,0.982,299.9,2026-03-15,True
GRID-0978,21.883265,80.201947,357.3,26.3,111.2,0.51,-0.186,1.201,1.188,1.312,302.6,2026-03-15,True
GRID-0979,21.883265,80.203124,336.2,28.7,253.8,0.539,-0.171,1.333,1.023,0.845,304.4,2026-03-15,True
GRID-0980,21.883265,80.2043,322.9,24.5,188.6,0.342,-0.054,1.178,1.13,0.958,303.1,2026-03-15,True
GRID-0981,21.884441,80.1643,364.7,13.4,48.7,0.45,-0.144,1.414,0.928,0.848,300.3,2026-03-15,True
GRID-0982,21.884441,80.165476,368.7,8.8,358.4,0.609,-0.123,1.662,0.951,0.794,303.3,2026-03-15,True
GRID-0983,21.884441,80.166653,360.1,4.6,351.3,0.503,0.013,0.926,1.089,0.979,303.5,2026-03-15,True
GRID-0984,21.884441,80.167829,365.4,1.0,52.3,0.473,-0.01,1.113,1.171,1.033,300.9,2026-03-15,True
GRID-0985,21.884441,80.169006,366.9,1.0,335.9,0.514,-0.055,1.225,1.093,1.148,305.9,2026-03-15,True
GRID-0986,21.884441,80.170182,350.6,1.0,330.2,0.586,0.006,1.384,0.825,1.189,299.9,2026-03-15,True
GRID-0987,21.884441,80.171359,359.9,1.0,114.3,0.569,-0.081,1.086,1.166,0.997,301.8,2026-03-15,True
GRID-0988,21.884441,80.172535,356.0,1.0,200.6,0.505,-0.193,1.172,1.154,1.18,305.7,2026-03-15,True
GRID-0989,21.884441,80.173712,360.1,4.8,341.5,0.508,-0.08,1.05,1.02,1.019,301.3,2026-03-15,True
GRID-0990,21.884441,80.174888,359.9,10.1,42.6,0.408,0.07,0.99,1.144,1.074,303.3,2026-03-15,True
GRID-0991,21.884441,80.176065,358.3,14.7,114.3,0.587,-0.192,1.289,1.089,1.038,300.5,2026-03-15,True
GRID-0992,21.884441,80.177241,363.7,24.6,316.7,0.416,-0.004,1.375,1.38,0.985,304.9,2026-03-15,True
GRID-0993,21.884441,80.178418,359.5,23.3,261.7,0.564,-0.003,1.195,0.998,0.966,304.6,2026-03-15,True
GRID-0994,21.884441,80.179594,365.3,24.5,275.6,0.376,-0.111,1.285,0.957,1.003,303.2,2026-03-15,True
GRID-0995,21.884441,80.180771,362.3,25.2,316.8,0.372,-0.237,1.428,1.082,0.971,302.6,2026-03-15,True
GRID-0996,21.884441,80.181947,357.8,27.3,149.1,0.407,-0.238,1.206,1.334,1.083,304.6,2026-03-15,True
GRID-0997,21.884441,80.183124,355.6,22.3,148.1,0.574,0.041,1.535,1.192,1.108,306.2,2026-03-15,True
GRID-0998,21.884441,80.1843,355.4,18.2,159.5,0.305,-0.115,1.016,1.095,1.03,305.9,2026-03-15,True
GRID-0999,21.884441,80.185476,356.6,15.4,336.2,0.584,-0.169,1.176,0.817,1.031,304.5,2026-03-15,True
GRID-1000,21.884441,80.186653,350.8,8.7,321.9,0.431,-0.108,1.309,1.053,1.421,303.4,2026-03-15,True
GRID-1001,21.884441,80.187829,355.1,1.0,336.0,0.65,-0.094,0.98,1.214,1.004,304.4,2026-03-15,True
GRID-1002,21.884441,80.189006,361.2,1.0,98.6,0.6,-0.209,1.024,0.84,1.133,302.3,2026-03-15,True
GRID-1003,21.884441,80.190182,360.1,1.0,280.5,0.356,-0.097,1.134,1.298,0.992,302.3,2026-03-15,True
GRID-1004,21.884441,80.191359,365.4,1.0,38.4,0.401,-0.135,1.288,0.981,1.006,305.5,2026-03-15,True
GRID-1005,21.884441,80.192535,362.1,1.0,66.5,0.528,-0.11,1.409,1.213,1.296,307.1,2026-03-15,True
GRID-1006,21.884441,80.193712,365.0,1.0,274.5,0.342,0.113,1.211,1.127,1.014,303.0,2026-03-15,True
GRID-1007,21.884441,80.194888,361.7,9.7,220.3,0.512,-0.03,1.063,1.198,0.931,304.6,2026-03-15,True
GRID-1008,21.884441,80.196065,362.3,9.4,96.1,0.479,-0.099,1.483,1.323,1.013,302.4,2026-03-15,True
GRID-1009,21.884441,80.197241,353.0,17.4,204.1,0.61,-0.105,0.79,0.995,1.043,303.9,2026-03-15,True
GRID-1010,21.884441,80.198418,355.5,22.5,83.1,0.379,-0.013,1.275,1.225,0.967,302.0,2026-03-15,True
GRID-1011,21.884441,80.199594,356.4,25.0,83.6,0.365,0.121,1.448,1.218,0.948,299.8,2026-03-15,True
GRID-1012,21.884441,80.200771,356.7,27.8,247.5,0.392,-0.037,1.528,1.072,1.054,300.7,2026-03-15,True
GRID-1013,21.884441,80.201947,358.2,28.5,129.3,0.343,0.067,1.113,1.238,1.027,300.4,2026-03-15,True
GRID-1014,21.884441,80.203124,361.0,25.1,247.7,0.496,-0.071,1.401,1.021,0.911,302.1,2026-03-15,True
GRID-1015,21.884441,80.2043,364.8,20.0,171.6,0.497,-0.128,0.856,1.421,1.066,304.8,2026-03-15,True
GRID-1016,21.885618,80.1643,365.1,4.1,180.8,0.46,-0.114,1.087,1.058,1.024,301.5,2026-03-15,True
GRID-1017,21.885618,80.165476,391.0,1.4,217.7,0.568,-0.076,0.808,1.115,1.067,300.6,2026-03-15,True
GRID-1018,21.885618,80.166653,400.5,1.0,256.3,0.359,-0.138,1.285,1.316,1.058,301.3,2026-03-15,True
GRID-1019,21.885618,80.167829,404.0,1.0,134.6,0.4,-0.221,1.44,1.074,1.077,306.6,2026-03-15,True
GRID-1020,21.885618,80.169006,382.0,1.0,306.8,0.548,0.027,1.559,1.102,0.881,300.3,2026-03-15,True
GRID-1021,21.885618,80.170182,361.3,1.0,176.9,0.241,-0.084,1.037,1.142,1.264,303.5,2026-03-15,True
GRID-1022,21.885618,80.171359,330.5,1.0,49.5,0.593,-0.006,1.409,0.994,0.827,302.9,2026-03-15,True
GRID-1023,21.885618,80.172535,316.7,6.7,69.6,0.288,0.012,1.259,1.197,0.946,305.2,2026-03-15,True
GRID-1024,21.885618,80.173712,311.9,11.3,11.6,0.451,-0.085,1.133,1.086,1.313,299.3,2026-03-15,True
GRID-1025,21.885618,80.174888,326.1,13.4,275.2,0.468,-0.054,1.229,1.053,0.983,305.4,2026-03-15,True
GRID-1026,21.885618,80.176065,352.2,21.0,5.4,0.626,-0.181,1.454,1.228,1.124,301.6,2026-03-15,True
GRID-1027,21.885618,80.177241,372.9,23.1,97.1,0.421,-0.085,1.337,0.933,1.125,303.4,2026-03-15,True
GRID-1028,21.885618,80.178418,403.0,24.8,148.7,0.371,-0.026,1.184,0.938,0.942,303.9,2026-03-15,True
GRID-1029,21.885618,80.179594,409.8,25.5,267.3,0.356,-0.035,1.302,1.117,1.041,303.4,2026-03-15,True
GRID-1030,21.885618,80.180771,401.8,26.7,355.8,0.532,-0.077,1.339,0.935,1.017,304.9,2026-03-15,True
GRID-1031,21.885618,80.181947,381.6,19.2,272.8,0.455,-0.177,1.368,1.082,0.785,304.5,2026-03-15,True
GRID-1032,21.885618,80.183124,353.8,17.1,23.8,0.355,-0.134,1.362,1.169,1.015,301.3,2026-03-15,True
GRID-1033,21.885618,80.1843,330.8,10.6,333.8,0.503,0.004,1.191,1.062,1.205,301.9,2026-03-15,True
GRID-1034,21.885618,80.185476,310.1,8.0,354.8,0.394,-0.156,1.355,1.216,0.985,302.7,2026-03-15,True
GRID-1035,21.885618,80.186653,315.0,6.8,312.2,0.484,-0.036,1.225,1.192,0.933,302.7,2026-03-15,True
GRID-1036,21.885618,80.187829,330.5,1.0,176.4,0.591,-0.221,1.296,1.275,0.71,303.6,2026-03-15,True
GRID-1037,21.885618,80.189006,363.6,1.0,117.0,0.516,-0.118,1.236,1.053,1.15,302.8,2026-03-15,True
GRID-1038,21.885618,80.190182,380.2,1.0,164.7,0.459,-0.049,1.116,1.12,0.944,303.2,2026-03-15,True
GRID-1039,21.885618,80.191359,403.6,1.0,88.8,0.582,0.065,1.043,1.112,1.023,300.3,2026-03-15,True
GRID-1040,21.885618,80.192535,409.4,2.9,145.8,0.385,-0.074,0.931,1.187,1.184,303.4,2026-03-15,True
GRID-1041,21.885618,80.193712,398.1,3.5,15.1,0.535,-0.112,1.431,0.796,1.249,304.7,2026-03-15,True
GRID-1042,21.885618,80.194888,369.8,10.8,264.7,0.43,-0.037,1.248,1.135,0.924,301.5,2026-03-15,True
GRID-1043,21.885618,80.196065,346.0,14.6,136.9,0.572,-0.071,1.4,1.334,1.005,301.1,2026-03-15,True
GRID-1044,21.885618,80.197241,321.1,20.8,112.6,0.58,0.011,0.843,1.194,1.063,303.2,2026-03-15,True
GRID-1045,21.885618,80.198418,311.2,27.4,220.1,0.409,-0.109,1.634,1.049,1.206,302.2,2026-03-15,True
GRID-1046,21.885618,80.199594,320.2,24.4,267.3,0.451,0.033,1.51,1.241,1.149,297.2,2026-03-15,True
GRID-1047,21.885618,80.200771,339.5,27.2,213.8,0.295,-0.169,0.823,1.161,1.139,307.1,2026-03-15,True
GRID-1048,21.885618,80.201947,364.9,27.4,189.1,0.269,-0.073,1.425,1.159,1.203,296.8,2026-03-15,True
GRID-1049,21.885618,80.203124,385.7,21.3,315.3,0.493,-0.033,1.067,1.106,1.047,303.7,2026-03-15,True
GRID-1050,21.885618,80.2043,403.1,16.5,283.3,0.588,0.022,1.193,1.097,0.888,301.3,2026-03-15,True
GRID-1051,21.886794,80.1643,369.9,8.7,187.4,0.449,0.101,1.232,1.159,0.959,303.2,2026-03-15,True
GRID-1052,21.886794,80.165476,410.0,1.0,162.6,0.414,0.028,1.709,1.106,0.925,300.1,2026-03-15,True
GRID-1053,21.886794,80.166653,434.3,1.0,297.7,0.62,0.041,0.828,0.953,1.054,302.4,2026-03-15,True
GRID-1054,21.886794,80.167829,434.1,1.0,15.3,0.559,0.031,0.907,1.103,0.824,301.2,2026-03-15,True
GRID-1055,21.886794,80.169006,406.0,1.0,358.5,0.348,0.028,1.374,0.913,1.14,305.1,2026-03-15,True
GRID-1056,21.886794,80.170182,362.5,3.0,186.7,0.515,-0.07,0.885,1.265,1.266,303.6,2026-03-15,True
GRID-1057,21.886794,80.171359,320.2,9.8,142.4,0.64,0.151,1.083,1.298,0.939,303.8,2026-03-15,True
GRID-1058,21.886794,80.172535,293.1,7.7,264.7,0.425,0.171,0.985,1.145,1.269,301.8,2026-03-15,True
GRID-1059,21.886794,80.173712,286.0,15.3,200.8,0.5,-0.06,1.18,0.793,0.957,304.3,2026-03-15,True
GRID-1060,21.886794,80.174888,305.7,19.3,185.8,0.42,-0.135,1.008,1.332,0.847,304.5,2026-03-15,True
GRID-1061,21.886794,80.176065,344.5,23.4,227.0,0.303,0.024,1.246,1.164,1.321,303.8,2026-03-15,True
GRID-1062,21.886794,80.177241,383.1,26.9,17.7,0.493,-0.047,1.348,1.187,1.374,302.6,2026-03-15,True
GRID-1063,21.886794,80.178418,421.4,26.9,104.8,0.419,-0.008,1.203,1.103,1.03,302.4,2026-03-15,True
GRID-1064,21.886794,80.179594,437.1,26.1,143.3,0.542,-0.12,1.123,1.335,1.035,298.9,2026-03-15,True
GRID-1065,21.886794,80.180771,423.7,18.8,109.6,0.269,0.1,1.153,1.32,0.914,302.0,2026-03-15,True
GRID-1066,21.886794,80.181947,393.5,20.5,297.9,0.305,-0.191,1.305,1.213,1.185,305.3,2026-03-15,True
GRID-1067,21.886794,80.183124,348.1,12.6,166.1,0.386,-0.155,0.947,1.039,0.998,303.6,2026-03-15,True
GRID-1068,21.886794,80.1843,308.1,7.4,152.1,0.431,-0.14,0.763,1.391,1.191,303.0,2026-03-15,True
GRID-1069,21.886794,80.185476,287.2,1.3,220.7,0.497,-0.032,0.69,1.021,0.815,301.1,2026-03-15,True
GRID-1070,21.886794,80.186653,286.9,3.5,19.6,0.36,-0.131,1.355,1.032,1.394,302.8,2026-03-15,True
GRID-1071,21.886794,80.187829,309.1,1.2,186.1,0.495,-0.08,1.237,0.982,1.117,300.6,2026-03-15,True
GRID-1072,21.886794,80.189006,350.2,1.4,51.2,0.559,-0.003,0.929,1.355,0.923,304.3,2026-03-15,True
GRID-1073,21.886794,80.190182,399.3,1.0,298.8,0.348,-0.248,1.065,0.895,1.078,302.5,2026-03-15,True
GRID-1074,21.886794,80.191359,420.7,1.8,162.6,0.645,-0.196,0.948,0.974,0.708,302.3,2026-03-15,True
GRID-1075,21.886794,80.192535,429.5,3.9,260.2,0.477,-0.106,1.55,1.145,0.941,302.8,2026-03-15,True
GRID-1076,21.886794,80.193712,419.5,9.9,40.7,0.406,-0.103,1.244,1.135,1.001,304.4,2026-03-15,True
GRID-1077,21.886794,80.194888,382.7,13.6,280.3,0.433,0.17,1.148,0.987,1.17,303.4,2026-03-15,True
GRID-1078,21.886794,80.196065,340.2,18.6,337.6,0.482,0.055,1.202,1.192,0.895,302.3,2026-03-15,True
GRID-1079,21.886794,80.197241,298.3,27.9,250.6,0.386,0.024,0.966,1.123,0.944,302.6,2026-03-15,True
GRID-1080,21.886794,80.198418,286.1,22.0,48.7,0.668,0.01,1.301,0.992,0.768,303.5,2026-03-15,True
GRID-1081,21.886794,80.199594,297.9,27.4,148.9,0.43,-0.176,1.04,1.074,0.948,301.1,2026-03-15,True
GRID-1082,21.886794,80.200771,328.3,26.1,162.3,0.312,-0.037,1.099,0.946,0.989,304.9,2026-03-15,True
GRID-1083,21.886794,80.201947,375.7,20.2,64.4,0.367,-0.036,1.381,0.994,0.881,301.1,2026-03-15,True
GRID-1084,21.886794,80.203124,406.9,17.1,212.5,0.489,-0.043,1.052,0.978,0.686,301.4,2026-03-15,True
GRID-1085,21.886794,80.2043,433.5,15.7,256.5,0.733,-0.169,1.205,1.3,1.386,300.6,2026-03-15,True
GRID-1086,21.887971,80.1643,369.5,1.0,72.7,0.419,-0.054,1.517,1.194,0.87,300.0,2026-03-15,True
GRID-1087,21.887971,80.165476,411.7,1.0,163.7,0.52,-0.04,0.87,0.958,1.112,305.0,2026-03-15,True
GRID-1088,21.887971,80.166653,437.7,1.0,90.0,0.263,0.064,1.213,1.119,1.028,303.8,2026-03-15,True
GRID-1089,21.887971,80.167829,429.6,1.0,249.0,0.502,0.084,1.082,1.084,1.204,302.3,2026-03-15,True
GRID-1090,21.887971,80.169006,411.9,1.0,326.6,0.51,-0.09,1.464,0.76,0.885,302.9,2026-03-15,True
GRID-1091,21.887971,80.170182,364.8,2.2,286.7,0.614,-0.069,0.977,1.135,0.95,304.4,2026-03-15,True
GRID-1092,21.887971,80.171359,322.3,8.4,258.6,0.44,-0.065,0.804,1.278,0.903,302.9,2026-03-15,True
GRID-1093,21.887971,80.172535,293.2,14.8,44.5,0.406,-0.165,1.175,1.253,1.14,301.4,2026-03-15,True
GRID-1094,21.887971,80.173712,283.0,17.3,41.1,0.339,-0.3,1.218,1.081,0.669,302.3,2026-03-15,True
GRID-1095,21.887971,80.174888,305.0,19.9,161.8,0.373,0.004,0.936,1.075,0.89,302.0,2026-03-15,True
GRID-1096,21.887971,80.176065,335.5,22.1,130.7,0.489,-0.099,1.642,1.269,0.982,304.0,2026-03-15,True
GRID-1097,21.887971,80.177241,382.4,25.9,188.6,0.603,-0.081,1.291,1.318,1.161,301.8,2026-03-15,True
GRID-1098,21.887971,80.178418,415.7,26.1,138.3,0.604,0.013,1.276,1.055,0.933,305.6,2026-03-15,True
GRID-1099,21.887971,80.179594,434.5,21.7,284.8,0.43,-0.051,1.441,1.093,0.965,305.0,2026-03-15,True
GRID-1100,21.887971,80.180771,426.8,20.5,184.2,0.435,-0.184,1.293,0.968,0.918,302.0,2026-03-15,True
GRID-1101,21.887971,80.181947,399.1,13.9,341.9,0.384,0.073,1.047,1.387,0.91,304.3,2026-03-15,True
GRID-1102,21.887971,80.183124,349.8,10.3,136.3,0.423,0.058,1.26,0.922,0.69,302.1,2026-03-15,True
GRID-1103,21.887971,80.1843,310.5,4.2,137.0,0.401,-0.086,0.861,1.039,1.104,303.8,2026-03-15,True
GRID-1104,21.887971,80.185476,285.4,2.1,276.6,0.482,0.084,1.277,0.957,0.978,302.1,2026-03-15,True
